,sentence,intent
23895,happy bro happy ho happy husband key marriage u c study think,Offensive
23896,happy halloween bitch,Offensive
23897,harm pussy instead  missing yr old usc medical student last seen tuesday may harm,Hate
23898,anyone noticed aliens flaws retards crash landed eah means dont know dr,Offensive
23899,hate hoes caption shit lol shit hella cheesi,Offensive
23900,hate point truths people flip script like wrong bitch,Offensive
23901,blast yesterday even monkey bars tryna kill lol,Neither
23902,one days pimp wants unfollow every bitch mile radius ig let beat,Offensive
23903,song called hit u back iconic lines go big ole pack pretty bitch,Offensive
23904,gay fuck busted basic bitches lol,Offensive
23905,said black bitch,Offensive
23906,actually crying bitch,Offensive
23907,making fun cause worried bird saying surprised like splitting poles lol ugh jerk,Neither
23908,heard ya got man hoe hope understand tho,Offensive
23909,hell would freeze ever let bitch kick fuckin fac,Offensive
23910,hell yeah pussy cat today forget sexy on,Offensive
23911,henny cups ice bitch froz,Offensive
23912,friends said shallow conceited controlling grabbed wrist said never talk fat jealous bitch,Offensive
23913,ass mann bro sit shit l walk like wasnt gone grab bitch by,Offensive
23914,fuckin jaw unhinged eating bitch whole fuck shit,Offensive
23915,pussy like hea like fuck,Offensive
23916,hey im bragging im like best haggling know got cash capitalism ho,Offensive
23917,hey new followers waving welcome ion talking bout shyt tho retarded ass thoughts pop head,Offensive
23918,hey shawnda rich bitch,Offensive
23919,hi neither dumb bitch im pretty sma one genuinely nice people ever met,Offensive
23920,hillbilly bone bo bone bo bone bon,Neither
23921,hit bitch reality check bitches love reality check,Offensive
23922,hit strip club see bitches went school,Offensive
23923,hoe ass nigga,Hate
23924,hoe w chanel backpack pleas,Offensive
23925,hoes shit comes ah loyal woman,Offensive
23926,hoes always putting self nigga situation going satisfied till get ass beat nigga,Offensive
23927,hoes even stupid,Offensive
23928,hoes get beat n nigga knw dey ah tell u stay wit ah pistol n always ready squeez,Offensive
23929,hoes get mad think forget,Offensive
23930,hoes iphon,Offensive
23931,hoes like honest say differ,Offensive
23932,hoes need stay hoes place fr,Offensive
23933,hoes pick like dandelion,Offensive
23934,hoes thinkin turns born virgin,Offensive
23935,hold bitch im pray imma grab b,Offensive
23936,hollywood really want break hea make movie handsome retarded man good flash mean girlfriend,Offensive
23937,holy fuck yall little bitches like san antonio stfu,Offensive
23938,holy shit getting dunked cripple unr,Offensive
23939,honestly bitch mob,Offensive
23940,hope gezus gets shot faggot head,Hate
23941,hope bitch prepared aftermath,Offensive
23942,hot nigga big like bobby bitch nice  tho,Offensive
23943,ah yardie reach wyoming l,Neither
23944,many fingers bitch gotta break mother fuckers stop taking god damn light,Offensive
23945,many u hoes bad ass little kids dont medication cut school every week,Offensive
23946,much wanna bet anti government black helicopter teabagger behind boston marathon explos,Neither
23947,fuck fucking faggot ass randos even find zoe ask account,Hate
23948,insecure hoe tf,Offensive
23949,settin trends rappin wearing shit everyone else wearin rappin mixtape trash yo,Offensive
23950,far left looks best ask bitches try hard especially thick,Offensive
23951,lt bitch,Offensive
23952,asshats cair called islamophobe would say guilty fuck pass bacon bitch,Offensive
23953,cheeks gone cold bitch,Offensive
23954,arial rose athletic asian babe plays pussy exercis,Offensive
23955,avery adorable petite red haired teen plays shaved pussi,Offensive
23956,cassie laine brunette slips lingerie massages wet pussy oil,Offensive
23957,crystal star leggy playful babe crystal star spreads pussi,Offensive
23958,evilyn fierce naughty girl next door pummels pussy purple toy,Offensive
23959,ioana tiny teen ioana fucks tender pussy vibr,Offensive
23960,kleopatra ivory skinned nubile kleopatra fingers shaved pussi,Offensive
23961,lilith lee hot blonde teen fucks tender pussy dildo,Offensive
23962,lola foxx nubile co ed shows pink pussy fondl,Offensive
23963,lola foxx steaming hot nubile lola foxx shoves dildo deep wet pussi,Offensive
23964,works fancy telephones told clam phone call mr clam texts phon,Neither
23965,leo get fuck vine fag,Hate
23966,hungrier ho,Offensive
23967,hu ass ah whole nigga hate bitch tf,Offensive
23968,aint worried nigga takin bitch,Offensive
23969,one people needs reassurance damn often ugliest bitch world,Offensive
23970,fucked hoe nobodi,Offensive
23971,bet yo bitch try n slide let hair,Offensive
23972,sweethea honestly bitch specialti,Offensive
23973,dont shit talk chip talk dese niggaz jus bitch talk dese niggaz jus chik stalk naw aint got chik,Offensive
23974,dont think women wear flesh tone colored pants lol,Neither
23975,find funny fags write looking bf grindr ap lol thats fucking ap dumbass,Hate
23976,get girls point seems colored people died holocaust picture holocaust idk,Neither
23977,got ounce bitch,Offensive
23978,got retarded ass friends love em tho make life nic,Offensive
23979,got bitches like sosa hoe jewelery shinin like mop glo,Offensive
23980,gotta team hoes like pat summit,Offensive
23981,hate ah diy house foul living bitch,Offensive
23982,hate ho,Hate
23983,hate manager much makes wanna throw silverware stupid bitch ass,Offensive
23984,hate whole slut hoe thot talk lol given sure people personal inboxes late nights look lik,Offensive
23985,taller older bitch,Offensive
23986,havnt fought bitch ina minute cant wait,Offensive
23987,head butted bitch club lmao tried play bitch know head hu,Offensive
23988,fell love bitch stupid bootyyyyyy,Offensive
23989,realized talking shit nonstop past hours stop texting bitch,Offensive
23990,like chillin yo bitch like fuckin,Offensive
23991,listened dedication three times exactly gon make pussy eat,Offensive
23992,love bad bitches thats fucking problem,Offensive
23993,love airing everyone loved kill la kill like fucking trash everyone loved h,Offensive
23994,made sweet amp spicy drunken noodles handmade handcut ho fun noodles marinated chicken shrimp back hu,Neither
23995,might need get ho,Offensive
23996,need one around world twitter bitches cause local facebook hoes aint cuttin lol,Offensive
23997,need claritin clear bitch,Offensive
23998,need go mexican flea market grab fake gucci sandals stunt ho,Offensive
23999,never knew mother healess bitch mother would popped foh,Offensive
24000,pop dontae already amp got bitch dah big yaknow,Offensive
24001,ran  hoe texted asking borrow roll tissue tomorrow,Offensive
24002,really hate hungry bitches put dick friends swear yall get beat fuck ill show friend,Offensive
24003,really want xbone said would say week ago would call super retard,Offensive
24004,reblogged mock god bless,Neither
24005,saved bird yesterday,Neither
24006,seen nigga dressed impress hop da bus n bitch wit phatty get stop say somethin god throwin u da lob,Offensive
24007,still understand bitches high shool would put false eyelashes every fucking day,Offensive
24008,think need watch dawn planet ap,Neither
24009,think girlfriend get locked shed first one rap,Offensive
24010,think im addicted naked pictures sittin talkin bout bitches almost,Offensive
24011,thought garbage men supposed bring trash dump take ha ha ha self depreciation ftw,Neither
24012,wanna go ghetto club tonight,Neither
24013,want dyke cliqu,Offensive
24014,emo ok emosquad k get level bitch,Offensive
24015,enjoying nicki minaj song anaconda said fuck skinny bitches lol nah bitch fuck,Offensive
24016,gone days bitch ass miss,Offensive
24017,lit den bitch last night,Offensive
24018,never mean broke keep making seem like ass never went pay fuck bitch,Offensive
24019,pulling on,Neither
24020,teacher pet elementary school like brought cookies brownies gave hugs im asham,Neither
24021,wish lesbian deal bitch boys mostly bc girls rlly hot,Offensive
24022,wonder girls call eachotha bitches cool nigga call dem one mfas bodi,Offensive
24023,wont get catfished anymore tho bc im longer trying stick myy pp twitter ho,Offensive
24024,wouldnt michaelangelo  yaaaaaaasss  hoes control,Offensive
24025,go jamaica n attend wild dancehall events jus five star frog splash bitch tree n get,Offensive
24026,rather sit alone fuck w iffy bitch,Offensive
24027,also looking hire full time bitch,Offensive
24028,sorry eat seafood solely fact ocean seriously unrespectable pussi,Offensive
24029,sorry called gap toothed bitch fault gap tooth,Offensive
24030,ont neva chase hoes move slow let em chas,Offensive
24031,imessage trash,Neither
24032,ios autocorrect trash  phone capitalizing dumbest th,Neither
24033,id look real retarded trynna hi ill head,Offensive
24034,idgaf bout basic bitch,Offensive
24035,idk planet bitch works planet eah following supervisors instructions mean im resist,Offensive
24036,idk ppl go went amp ackin like shocked bodies first class hos knew person,Offensive
24037,bitch like somethin wrong wit da bitch,Offensive
24038,bitch would everrrrrrr,Offensive
24039,girl hoe aint stealing anyones man stfu,Offensive
24040,ah nigga beefing wit u dey gon try fuck ur bitch kill u slow,Offensive
24041,anyone reviews game loan player cunt shouldnt game reviews especially sta fifa,Offensive
24042,bitches wanna nigga get couch go fine on,Offensive
24043,dey go linch together gon eat pussy befo come back,Offensive
24044,die resurrected animal id howler monkey,Neither
24045,ice jj fish gets looks really trash,Neither
24046,dont eem try nigga talk trash smash bros shittiest fact,Offensive
24047,ive ever faggot let know ill chang,Offensive
24048,someone thinks hoes saying cause either wanna one on,Offensive
24049,u dolled got voodoo u bitch,Offensive
24050,u buy box colored goldfish r racist tbh,Neither
24051,u eat fried eggs leave yolk entirely yellow ur disgrace also nasti,Neither
24052,u get mad ur feelings bout zoe vs yanks tweets twitter u rolling shit tho,Offensive
24053,u gon wit ur bae even cheat shut fuck take dick pussy nothing better lov,Offensive
24054,uckin love freebees like pom duck hm lif,Offensive
24055,ur girl watch snapped front u trying spook u,Neither
24056,yo girl doesnt swallow kids bitch bas,Offensive
24057,fuck bitch cause nigga shit salute ya,Offensive
24058,delete tweets one hour tweet gigantic pussi,Offensive
24059,lil pussy stomach pouch thingy wear tight clothes shit unattract,Offensive
24060,unlocking badges stickers online wear around real life rest us know cunt,Offensive
24061,way trying make feel bad calling fat bitch whore etc rethink lif,Offensive
24062,trying non contact hockey dont call anyone else pussi,Offensive
24063,youre cheering mexico youre little bitch,Offensive
24064,iggy wanna black bad ur white widow ho,Offensive
24065,ik look good dam bitches stop making obv staring lol,Offensive
24066,ill call bitch sho last reso first reso,Offensive
24067,im dope ass nigga bitches hella sob,Offensive
24068,im fat bitch,Offensive
24069,im hoe forgetting umbrella,Offensive
24070,im genuinely getting mad children video game mickey mouse darkness big key,Neither
24071,im gonna hold bitch word,Offensive
24072,im watching next bitch tried running outside got neck sl,Offensive
24073,im wearing sweater ike degrees hous,Neither
24074,im weeaboo trash,Offensive
24075,ima beast dese niggas food ima jus eat dat dat pussy bad big poppa gon beat dat,Offensive
24076,ima boss ass bitch bitch bitch,Offensive
24077,ima groovy type nigguh,Offensive
24078,ima knock da pussy like fight night,Offensive
24079,imagine white people said honkey instead nigga lol,Offensive
24080,imma hit ground work pussy gone come back everytim,Offensive
24081,imma tall dread head wit fat facebitch bett,Offensive
24082,fucking mexico bitch,Offensive
24083,order want real nigga gotta real bitch,Offensive
24084,real life online follow sorry folks cause look like border hopper mean one born rais,Hate
24085,inb unfunny nigger kil,Hate
24086,ion care wrong bitch blow ur horn,Offensive
24087,ion care niggas date b bitch make happy cool,Offensive
24088,ion hoes really reason worry cheating anything ill cheat left hand lbr,Offensive
24089,ion like papoose went lol,Neither
24090,ion sell vics moion drink lean mobitch ion even smoke tree mo,Offensive
24091,ion speak flaw niggas thirsty hoes g boyyyyyy look,Hate
24092,ion trust bitches ion trust nigga,Offensive
24093,everyone gonna complete whiny little baby bitch shit lmao,Offensive
24094,ghetto grease yo scalp work,Neither
24095,money bitch,Offensive
24096,choking want pet monkey,Neither
24097,bitch new transformers hot,Offensive
24098,god given right white bitch,Offensive
24099,means im following orders subordinate sue ya dyk,Hate
24100,might rain today hmmm want look like pussy carrying umbrella around also want risk perm getting wet,Offensive
24101,bitches need ready fellaz play games let high school tease shit last day,Offensive
24102,friday bitch,Offensive
24103,brand new day birds chirpin,Neither
24104,amazing hood bitches wear body head,Offensive
24105,awesome people known years talk trash behind back ask favors later truly awesom,Neither
24106,ten mins bitch gave min assignment lmfaooooo,Offensive
24107,everything cut bitch,Offensive
24108,gotten point literally care gonna sta punching bitches move hallway,Offensive
24109,weird outside like yellow,Neither
24110,years bitch still thinks im dont think declin,Offensive
24111,either gun sandwich details looking really fuzzy right trust police depament mo,Neither
24112,ive went fags days happi,Offensive
24113,jackie peyton fucking bitch omg love though damn thats best shit pul,Offensive
24114,jacob u look like monkey di,Neither
24115,jacobs like stfu bitch,Offensive
24116,janet jackson nip slip,Neither
24117,jesus christ youre fucking retard believe mercurian retrograde affecting lif,Offensive
24118,jig levitating  samsung made fun galaxy note fail,Neither
24119,jig levitating lousivill,Neither
24120,jm sorry hear  going chipotle first time better trash,Neither
24121,jooooooked  wdnick old hoes ponk dyke outchea girl talk lmao,Offensive
24122,casual ghetto family twerk sess,Offensive
24123,found president team tonight,Neither
24124,got done biking dyk,Offensive
24125,like girls hoe guys hit girl back double standard forever exist,Offensive
24126,like made hoes come make yall go away,Offensive
24127,made tmobile bitch,Offensive
24128,noticed trash notification page clean,Neither
24129,saw words tinker tailor soldier spy muttered aloud,Neither
24130,kicking bitch curb bruh,Offensive
24131,killers pillow talk wit dey bitch,Offensive
24132,kit kats trash,Neither
24133,know like cussss yo bitch likely doesss,Offensive
24134,kush god bitch,Offensive
24135,kyle im hungry quit talking let go ho,Offensive
24136,label ho,Offensive
24137,last thought bed mock election rd grade voted perot maybe related really big ears idk,Neither
24138,last words bitch nigga li,Offensive
24139,late upload bitch,Offensive
24140,laughing inside thinking yo bitch ass get fuck boy,Offensive
24141,leaving hope ho,Offensive
24142,let hoe ass falcons get steven wackson st rd pick,Offensive
24143,life ya professor better know bitch gone test ya,Offensive
24144,life great mad day bitch bless move ur negativity dat way,Offensive
24145,like look annoying little year old asking ride haha fuck poser bitch ass,Offensive
24146,like bitch pic fliing nowaday,Offensive
24147,like bitch wit ass u shit,Offensive
24148,like slow death ebt feel shit load nudes fap one bitch fuck,Offensive
24149,like going sensitive lil bitch talk,Offensive
24150,like animal crackers legit best snack,Neither
24151,lil bitch,Offensive
24152,lil bitch thats make bond aint got tel,Offensive
24153,lil spook yung lean robb night,Neither
24154,lil stupid ass bitch,Offensive
24155,little stupid ass bitch fuckin wit chuuu,Offensive
24156,lmao g roots yellow white hair makes look dii,Neither
24157,lmao weakkk ter pussy popz severely lmfaoooooooo,Offensive
24158,lmao  lmaooo  gx  hoe people person,Offensive
24159,lmao  tu madre  nacho doritos trash,Offensive
24160,lmao  years old tryna fun ho,Offensive
24161,lmao  nigga ran ponzi scheme ho,Offensive
24162,lmao little bitch know,Offensive
24163,lmao slow new day madonna fans huh collaborating siri haha sounds retarded may oray use sound sampl,Offensive
24164,lmaoooo  girls let guy treat like yellow starburst pink starburst,Neither
24165,lmaoooo  everything bet trash  b rad  white mike bet trash,Neither
24166,lmaoooo  gx lol ok pal  bitch gone tell tuh,Offensive
24167,lmaooooo  sit ghetto girls seat lunch,Offensive
24168,lmaooooo relax  ya mark bitch ass roll tide fuck state texa,Offensive
24169,lmaoooooo  dude said bitches ny fuck redman greatest hit,Offensive
24170,lmaoooooo eat goal faggot,Offensive
24171,lmfao  back dry get shower ho,Offensive
24172,lmfaooo whenever take selfies work always one hatin ass bitch comments talmbout workin,Offensive
24173,lmfaooo yo bitch officially crossed lin,Offensive
24174,lmfaoooo  wiz perfect example fame get bitches looks like typical tweaker homeless woman,Offensive
24175,lock bitch keep heat  shut front door,Offensive
24176,lol hoes realize fuckin ne,Offensive
24177,lol tweet zebra,Neither
24178,lol  stupid ass bitch remember michael brown feel old yet,Offensive
24179,lol  bae game amp unknown hoe screaming name loud asfck,Offensive
24180,lol bitches aint shit,Offensive
24181,lol liked album  double album trash son smh,Offensive
24182,lol hate really dont give shit either done nothing bc bitch,Offensive
24183,lol ok cunt,Offensive
24184,lol stupid ass bitch fuck w,Offensive
24185,lol replaced big yellow chicken hom,Neither
24186,lol unfaithful ho,Offensive
24187,loner stoner tell yo bitch bite da bon,Offensive
24188,look bitch right right,Offensive
24189,look bitch feet high fashion cuh,Offensive
24190,look bitch walking close future husband,Offensive
24191,looking like hillbilly matching best goodnight los,Hate
24192,looks like highlight night getting lewis quick fag outside work,Offensive
24193,lost couple online matches nhl bitch hit car dad ate pizza one day,Offensive
24194,love females hate bitch,Offensive
24195,loves day timers always come coloured maps distance chas makes feel far impoant actu,Neither
24196,l didim saddened bc tweeting like ho,Offensive
24197,l turnup lil bitch,Offensive
24198,maddie karissa ireland cierra gotten close kill bitch tbh,Offensive
24199,make ur bitch w,Offensive
24200,making sweet love hand cause cant buy hoe tonight,Offensive
24201,making shittiest pigs blanket gonna good tryna impress gordon ramsey bitch ass trying make poop,Offensive
24202,mall fellow ginzos christmas shop,Neither
24203,man gotta hang snoop lion aka nemo ho,Offensive
24204,man kills mother reveals hiv positive sex bitch deserv,Offensive
24205,march get mad,Neither
24206,maryjanemilitantque got bomb azz pussy lol,Offensive
24207,mashed potatoes string beans yellow rice chicken,Neither
24208,maybe bitches stop talking dude omari one day,Offensive
24209,peter always slaying ho,Offensive
24210,loving hoe ah,Offensive
24211,complains suburban white girls suburban white girl bitchme ok u literally proved point,Offensive
24212,mickeyblowsyourmind wants skype group bunch offensive new york city queer folk,Offensive
24213,might play b k tonight black hoes know still care y,Offensive
24214,might walk dunkin donuts want oreo coffee coolatta,Neither
24215,mimi trash lol,Neither
24216,mmm still ho,Offensive
24217,money bitches bc bitches follow money,Offensive
24218,money hoes cloth,Neither
24219,money weed n bitches hanging wit snitches shit intent,Offensive
24220,mother fuxker devil ah lie bitch truth,Offensive
24221,neck back lick pussy crack,Offensive
24222,bitch town,Offensive
24223,bitch look like black barbie n nigga imma ken doll breath smellin like filet mignon menthol,Offensive
24224,bitch stay bitch look keep pussy tuck,Offensive
24225,bitches getting even badd,Offensive
24226,brothers asshat friends think okay vandalize propey racist wana redneck,Offensive
24227,chick badder basic bitch,Offensive
24228,dad fuckin dick bitch made ass supper allowed come home mad,Offensive
24229,drugs green bitches whit,Offensive
24230,eye got lazy reading looking u bitches flawged lie day,Offensive
24231,flow sicker bitch magic johnson lickin,Offensive
24232,girlfriend kid eats bacon without dipping tub creamy butter laid like bird,Neither
24233,grandma got rosta colored dressit pretty better let borrow,Neither
24234,little sisters kik name thot ass thotwhy sister freak ho,Offensive
24235,main bitch,Offensive
24236,mom tried get buy beaner boots bc sale like mariachi band please stop,Hate
24237,mother raised cunt lol,Offensive
24238,nigga bad ass bitch forreal forr,Offensive
24239,nigguh wtf,Offensive
24240,pussy pops sever,Offensive
24241,right ear throbbing harder virgins pussi,Offensive
24242,side bitch main bitch cuz main bitch aint feelin nomo nomo,Offensive
24243,timeline looks thirsty bc basic hoes keep talking bout nigga matter ctfuu,Offensive
24244,tweets aint shit bitches aint eith,Offensive
24245,n cant even enjoy reg house hunters fav shows know house hunters international bitch ass comes next,Offensive
24246,n following messy gonna die slowly painful lonely ass death bitch,Offensive
24247,nasty ho,Offensive
24248,need get sheriff rick show pussy ass police officers boss,Offensive
24249,negro always falling asleep,Offensive
24250,neither  ok  never nigger cock,Offensive
24251,neva bitch nigga want problems bro,Offensive
24252,never change never wife ah bitch nowwww,Offensive
24253,never problem girl years school otter looking twat better quit giving look,Offensive
24254,never seen toddler chug water bottle fast lol,Neither
24255,never lienever crynever diewe gone dielove friendslove hoesyellow sluts call gold,Offensive
24256,never lie never crynever diewe gone dielove friendslove hoesyellow slutscall gold,Offensive
24257,never lose bitches chasing money,Offensive
24258,never trust ho,Offensive
24259,never would put bacon grease face let werewolf eat face save bitch nope nope nop,Offensive
24260,nigga paybacks bitch bitch livin debt,Offensive
24261,nigga relax lmao cheat girl regular bitches brainer,Offensive
24262,nigga u cunt yo fendi clutch,Hate
24263,niggah hurri,Offensive
24264,niggas amp bitches dating ugly niggas amp hoes kuz trust em cheat w elite hoes amp nigga,Offensive
24265,niggas playin gram defense man george need tell bitch ass niggas man,Hate
24266,niggas jus like btchs talking bout hoe right back face dnt come talking bout nan hoe gne b right back fwh,Offensive
24267,niggas bugging think bitch gunna tell something ha,Offensive
24268,niggas get fresh cut snapback match shoes shi even say waddup pretty bitch next em da bus,Offensive
24269,niggas living like hoes dats dey dying bout noth,Offensive
24270,niggas need learn ride homies crew hoes smfh,Offensive
24271,niggas stepping still tryna get back day kinda pussy lol,Offensive
24272,niggas stay insides hoe shit,Offensive
24273,niggas talk bout hoes hoes beds night ctfuu,Offensive
24274,niggas w bitch mentalities go,Offensive
24275,niggas wait line jordan releases puttin life line jus impress bitch,Offensive
24276,lmfao trash tho  candy corn j sirhampton hard,Offensive
24277,bitch want wear makeup,Offensive
24278,flex zone ho,Offensive
24279,hoe shit roxy shit dawggg swear knw kia fight,Offensive
24280,im weezy bitch im wheezy chronic cough,Offensive
24281,lie tho weak pretty bitch type shit r,Offensive
24282,need bitch,Offensive
24283,paper ho,Offensive
24284,pills jus weed kill dat pussy night damn right sho u right,Offensive
24285,pillz jus weed kill dat pussy night damn right show u right,Offensive
24286,youre fucking retard thats gonna get fucking date raped frat tonight fun repressed memori,Offensive
24287,nobody bout actions pussi,Offensive
24288,nobody likes bloody nip,Offensive
24289,nobody understands besides day bitch please come back bc tired females thinking know,Offensive
24290,nobody want nigga take expensive date expect pussy cause took girl like tf,Offensive
24291,none chantel lol  got hoes water edge big,Offensive
24292,none bitches look like dey ca boil egg working buds broil,Offensive
24293,nope  ordered domino trash,Neither
24294,even sorry lmao growing shit still work shit deserve seeing bitches get whatever piss,Offensive
24295,fun braxton hicks cramps regularly moving around tri,Neither
24296,business submitting bitch bruh bruh,Offensive
24297,tit tat say shit boy like check insufferable bitch call best friend,Offensive
24298,note self boiling water hot monkey brain,Neither
24299,clean dead bird pieces glass,Neither
24300,time find monkey term script,Neither
24301,nvm good nothing wrong bitch,Offensive
24302,unpunished view many thousands years civilised uncivilised societi,Neither
24303,yea liking yellow,Neither
24304,course killed sis rocked bitch hard sadity committe,Offensive
24305,ofcourse someone asks else eat jackass goes brownies big surpris,Offensive
24306,oh damn dis bitch found baby dead gonna toure murderer lmao fun,Offensive
24307,oh well fag anyway,Hate
24308,oh trash say trash gonna keep driving thru ky trash gotta ignor,Offensive
24309,okay bitchlisten impoant ur eyebrows centimeter apa,Offensive
24310,okay many people really care see girls nips shi,Offensive
24311,okc nigguh,Offensive
24312,old fellas water froze funeral home got unthawed wants help get pump going place spooks man boo,Neither
24313,omfg  feet bitch  whisper something diy ear,Offensive
24314,omg  fat bitch,Hate
24315,omg dr cruz reminding mary ann moreno bitch swooped nowhere changed dress code dark scrubs sweat,Offensive
24316,omg bitch sang uninvited ugh  setlist,Offensive
24317,omg movie str retarded lil duval actually taller den kevin ha n mikepps dayum princip,Offensive
24318,way fuck bitch,Offensive
24319,field nigger shit,Offensive
24320,first day school backpack paper books granola bars brownie bag cooki,Neither
24321,low wassup ho,Offensive
24322,one big lecture hall full bitches sequins limited tank top,Offensive
24323,one day im like harry styles hot next day tf faggot,Hate
24324,one deep phantom ghost bad bitch excuse manners go,Offensive
24325,one fly ass bitch,Offensive
24326,one good girl woh bitch,Offensive
24327,one man trash another man wif,Neither
24328,one cats killed baby bird cardin,Neither
24329,one managers tried talking stay till aint nobody ordering walked shmoove bitch,Offensive
24330,one time illest bitch al,Offensive
24331,one time real niggas two times bad bitch,Offensive
24332,one annoying two damn hoe three thing must go,Offensive
24333,lesbians get nips pierced ew,Hate
24334,like bitches ran homecoming like running prom,Offensive
24335,school wouldnt give kids schedul,Neither
24336,ooh girl cute face yellow teef lol,Neither
24337,oops constitutionalists forgot ratify centerpiece constitution th amendment banning slaveri,Neither
24338,dead word  ya moms calling cops heard four days probably pussi,Offensive
24339,cup filled love bitch know keep one rol,Offensive
24340,ouh got da spider pussi,Offensive
24341,ow stomach hus like bitch,Offensive
24342,pancakes trash,Neither
24343,paper ova pussi,Offensive
24344,pay back bitch aint,Offensive
24345,paybacks bitch bitch livin debt,Offensive
24346,people shooting guns around late fuck got thinking tryna shoot black ass jammin jiggaboo mus,Offensive
24347,pimps ho,Offensive
24348,pinto grigio dreams turned moscato r,Neither
24349,please tell bitch subbin ik one faggs fuck lames shit blocked would lol,Offensive
24350,pls stop gassing fat ho,Offensive
24351,pockets hella empty bitches steady choos,Offensive
24352,pony tail red nails still school bitch,Offensive
24353,pop pill amp throw pussy rav,Offensive
24354,praying bitch,Offensive
24355,pregnant time bitches think cut,Offensive
24356,pretty girls wit bird brains waste smh,Neither
24357,procrastination bitch,Offensive
24358,prolly sum hoe tryna get hurricane free  ttyn sent nigga twitter tho,Offensive
24359,pull bank roll bitches like whoa,Offensive
24360,pull eat pussy dip,Offensive
24361,punch bitch lip hahaha,Offensive
24362,pure trash,Hate
24363,push bitch car like im gucci mane bitch,Offensive
24364,pussi,Offensive
24365,pussy aint shit product either gonna get onna muscle gotta pay,Offensive
24366,pussy ass bitch,Offensive
24367,pussy ass people guns knifes foh appreciate people still willing throw hand,Offensive
24368,pussy boy gone die bitch,Offensive
24369,pussy causes war,Offensive
24370,pussy joke either get get,Offensive
24371,pussy mind bow wow,Offensive
24372,pussy ppppoppin poppers cops see bitchezzz,Offensive
24373,pussy put ass sleep,Offensive
24374,pussy good got running hood,Offensive
24375,pussy good juss save shit lataa,Offensive
24376,pussy money weed nigga ne,Offensive
24377,quitting showed true friends showed ones two faced bitch,Offensive
24378,quote best racist comment need white bitch comin black side llab,Offensive
24379,raaa bitch raaa,Offensive
24380,rams finna smack steven wackson bitch ass,Offensive
24381,random running dogs ghetto,Neither
24382,ray allen like man goddamn motherfucking cunt ass bullshit cus,Offensive
24383,real nigga shit wanna righteous young rich nigga bitch,Offensive
24384,really bitch,Offensive
24385,really tho bitch,Offensive
24386,really tired constant bitch fac,Offensive
24387,red bone pusssy hairlessss,Offensive
24388,red meat trash,Neither
24389,redneck white house moccasin creek,Hate
24390,remember going actually freak bitch yeah vibe back,Offensive
24391,remember dude played young ned followed youtube channel actually used youtube favorit,Neither
24392,respect birds peace piec,Neither
24393,retard,Offensive
24394,retweeting ah bitch tweet fliing nowaday,Offensive
24395,u remember steve blue clues left us bitch ass nigga jo,Offensive
24396,rule number never fuck wit ah bitter babymama dey gon spray u str erica u losing cool points ho,Offensive
24397,running game years guess feet hu wonder bite bitches teeth hu,Offensive
24398,bobby bitch body di,Offensive
24399,hoe said couldnt get tryna kick,Offensive
24400,sarcastic cunt y,Offensive
24401,see peeped amp pussy pow,Offensive
24402,segment finally never watching propaganda morn,Neither
24403,sell soul yea bitch shit seri,Offensive
24404,seriously animal crackers slight fruit loops afteaste really fucked way,Offensive
24405,seriously cares color somebody makes huge faggot book,Offensive
24406,sexy ass bitch eating fri,Offensive
24407,caught three nuts never catch feelings bitch wit dat disposition count million,Offensive
24408,let play pussy lick fing,Offensive
24409,mind get bitch mind,Offensive
24410,pooted fuckisgiven either young thug gay bitch poot,Hate
24411,thru dat pussy never caught u asking yo got much mileag,Offensive
24412,telling kid soles shoes falling going get shoes hope parents get mad,Neither
24413,hoe slut freak,Offensive
24414,sheryl crow ba,Neither
24415,shid thought legal beat yo ho,Offensive
24416,shit bitch nigga shit,Offensive
24417,shit wanna know bitch gone protect,Offensive
24418,shit piss fuck cunt cocksucker motherfucker tit,Offensive
24419,shitting crusty ho,Offensive
24420,shout pullz cuz kno trash would kept buck swear every made jus cuz n actually bump dem,Neither
24421,shout bitches like gum chewing shit,Offensive
24422,showin love bitches fucked sid,Offensive
24423,shut bitch,Offensive
24424,shutup fag real shit females love real nigga lik,Offensive
24425,sick watching yankees gam,Neither
24426,skinny young nigga n im finer bitch,Offensive
24427,slap ho,Offensive
24428,slap hoes ass like bihed em,Offensive
24429,slay lolz jk bitch cut,Offensive
24430,slow replies make feel like retard want put foot wall hjhdyhdhlgjdftilh,Hate
24431,slut whore ho,Offensive
24432,slut specky albino lesbo wannabe player dwarf,Offensive
24433,smells meaty dis bitch,Offensive
24434,smh  nyc cops leave ebola doctor apt dump gloves masks public trash,Neither
24435,smh  shit trash rap  legend gonna replace cudi joints lik,Offensive
24436,smh  tyga shoulda knew blacc chyna hoe son crip walked pussi,Hate
24437,snow day bitches lyrics gettin done n bud getting smok,Offensive
24438,cold nig,Offensive
24439,turns hope solo one crazy bitch,Offensive
24440,quit suckin dick hop fat ass elsewhere cuz tryna fuck globe ass bitch got orbit,Offensive
24441,dodge niggas dont brag dont boast dont flash hoes dont sag low thats u end uo correctional like u answered wrong,Offensive
24442,uncivil,Neither
24443,whatcha say hoe know im ho,Offensive
